foia,request_date,due_dat,execute_dat,delta_days,compliant
12-1462 , 2012-04-25 , 2012-05-02 , 2012-05-03 , 8 , False
12-1463 , 2012-04-26 , 2012-05-03 , 2012-04-26 , 0 , True
12-1464 , 2012-04-26 , 2012-05-03 , 2012-04-26 , 0 , True
12-1465 , 2012-04-26 , 2012-05-03 , 2012-04-26 , 0 , True
12-1466 , 2012-04-26 , 2012-05-03 , 2012-04-26 , 0 , True
12-1467 , 2012-04-26 , 2012-05-03 , 2012-04-26 , 0 , True
12-1468 , 2012-04-26 , 2012-05-03 , 2012-04-26 , 0 , True
12-1469 , 2012-04-26 , 2012-05-03 , 2012-04-26 , 0 , True
12-1470 , 2012-04-26 , 2012-05-03 , 2012-04-26 , 0 , True
12-1471 , 2012-04-26 , 2012-05-03 , 2012-04-26 , 0 , True
12-1472 , 2012-04-26 , 2012-05-03 , 2012-04-30 , 4 , True
12-1473 , 2012-04-26 , 2012-05-03 , 2012-05-03 , 7 , False
12-1474 , 2012-04-26 , 2012-05-03 , 2012-05-03 , 7 , False
12-1475 , 2012-04-27 , 2012-05-04 , 2012-04-27 , 0 , True
12-1476 , 2012-04-12 , 2012-04-19 , 2012-04-27 , 15 , False
12-1477 , 2012-04-27 , 2012-05-04 , 2012-04-27 , 0 , True
12-1478 , 2012-04-27 , 2012-05-04 , 2012-04-30 , 3 , True
12-1479 , 2012-04-30 , 2012-05-07 , 2012-05-03 , 3 , True
12-1480 , 2012-04-27 , 2012-05-04 , 2012-05-04 , 7 , False
12-1481 , 2012-04-27 , 2012-05-04 , 2012-05-01 , 4 , True
12-1482 , 2012-04-27 , 2012-05-04 , 2012-05-15 , 18 , False
12-1483 , 2012-04-27 , 2012-05-04 , 2012-04-30 , 3 , True
12-1484 , 2012-04-27 , 2012-05-04 , 2012-04-30 , 3 , True
12-1485 , 2012-04-27 , 2012-05-04 , 2012-04-27 , 0 , True
12-1486 , 2012-04-27 , 2012-05-04 , 2012-04-27 , 0 , True
12-1487 , 2012-04-27 , 2012-05-04 , 2012-04-27 , 0 , True
12-1488 , 2012-04-27 , 2012-05-04 , 2012-04-27 , 0 , True
12-1489 , 2012-04-27 , 2012-05-04 , 2012-05-01 , 4 , True
12-1490 , 2012-04-27 , 2012-05-04 , 2012-05-02 , 5 , True
12-1491 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1492 , 2012-04-27 , 2012-05-04 , 2012-04-30 , 3 , True
12-1493 , 2012-04-27 , 2012-05-04 , 2012-05-01 , 4 , True
12-1494 , 2012-04-27 , 2012-05-04 , 2012-04-30 , 3 , True
12-1495 , 2012-04-27 , 2012-05-04 , 2012-04-27 , 0 , True
12-1496 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1497 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1498 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1499 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1500 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1501 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1502 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1503 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1504 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1505 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1506 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1507 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1508 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1509 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1510 , 2012-04-30 , 2012-05-07 , 2012-05-09 , 9 , False
12-1511 , 2012-04-30 , 2012-05-07 , 2012-05-08 , 8 , False
12-1512 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1513 , 2012-04-30 , 2012-05-07 , 2012-04-30 , 0 , True
12-1514 , 2012-04-30 , 2012-05-07 , 2012-05-01 , 1 , True
12-1515 , 2012-04-30 , 2012-05-07 , 2012-05-02 , 2 , True
12-1516 , 2012-05-01 , 2012-05-08 , 2012-05-15 , 14 , False
12-1517 , 2012-05-01 , 2012-05-08 , 2012-05-09 , 8 , False
12-1518 , 2012-05-01 , 2012-05-08 , 2012-05-01 , 0 , True
12-1519 , 2012-05-01 , 2012-05-08 , 2012-05-02 , 1 , True
12-1520 , 2012-05-01 , 2012-05-08 , 2012-06-05 , 35 , False
12-1521 , 2012-05-01 , 2012-05-08 , 2012-05-01 , 0 , True
12-1522 , 2012-05-01 , 2012-05-08 , 2012-05-04 , 3 , True
12-1523 , 2012-05-01 , 2012-05-08 , 2012-05-01 , 0 , True
12-1524 , 2012-05-01 , 2012-05-08 , 2012-05-01 , 0 , True
12-1525 , 2012-05-01 , 2012-05-08 , 2012-05-01 , 0 , True
12-1526 , 2012-05-01 , 2012-05-08 , 2012-05-01 , 0 , True
12-1527 , 2012-05-01 , 2012-05-08 , 2012-05-01 , 0 , True
12-1528 , 2012-05-01 , 2012-05-08 , 2012-05-01 , 0 , True
12-1529 , 2012-05-01 , 2012-05-08 , 2012-05-01 , 0 , True
12-1530 , 2012-04-27 , 2012-05-04 , 2012-05-01 , 4 , True
12-1531 , 2012-05-01 , 2012-05-08 , 2012-05-01 , 0 , True
12-1532 , 2012-05-01 , 2012-05-08 , 2012-05-03 , 2 , True
12-1533 , 2012-05-01 , 2012-05-08 , 2012-05-02 , 1 , True
12-1534 , 2012-05-01 , 2012-05-08 , 2012-05-01 , 0 , True
12-1535 , 2012-05-01 , 2012-05-08 , 2012-05-10 , 9 , False
12-1536 , 2012-05-01 , 2012-05-08 , 2012-05-17 , 16 , False
12-1537 , 2012-05-02 , 2012-05-09 , 2012-05-08 , 6 , False
12-1538 , 2012-05-02 , 2012-05-09 , 2012-05-02 , 0 , True
12-1539 , 2012-05-02 , 2012-05-09 , 2012-05-02 , 0 , True
12-1540 , 2012-05-02 , 2012-05-09 , 2012-05-02 , 0 , True
12-1541 , 2012-05-02 , 2012-05-09 , 2012-05-02 , 0 , True
12-1542 , 2012-05-02 , 2012-05-09 , 2012-05-02 , 0 , True
12-1543 , 2012-05-02 , 2012-05-09 , 2012-05-02 , 0 , True
12-1544 , 2012-05-02 , 2012-05-09 , 2012-05-02 , 0 , True
12-1545 , 2012-05-02 , 2012-05-09 , 2012-05-02 , 0 , True
12-1546 , 2012-05-02 , 2012-05-09 , 2012-05-02 , 0 , True
12-1547 , 2012-05-02 , 2012-05-09 , 2012-05-02 , 0 , True
12-1548 , 2012-05-02 , 2012-05-09 , 2012-05-02 , 0 , True
12-1549 , 2012-05-02 , 2012-05-09 , 2012-05-09 , 7 , False
12-1550 , 2012-05-02 , 2012-05-09 , 2012-05-09 , 7 , False
12-1551 , 2012-05-03 , 2012-05-10 , 2012-05-03 , 0 , True
12-1552 , 2012-05-03 , 2012-05-10 , 2012-05-03 , 0 , True
12-1553 , 2012-05-03 , 2012-05-10 , 2012-05-03 , 0 , True
12-1554 , 2012-05-03 , 2012-05-10 , 2012-05-03 , 0 , True
12-1555 , 2012-05-03 , 2012-05-10 , 2012-05-03 , 0 , True
12-1556 , 2012-05-03 , 2012-05-10 , 2012-05-07 , 4 , True
12-1557 , 2012-05-03 , 2012-05-10 , 2012-05-03 , 0 , True
12-1558 , 2012-05-03 , 2012-05-10 , 2012-05-03 , 0 , True
12-1559 , 2012-05-03 , 2012-05-10 , 2012-05-08 , 5 , True
12-1560 , 2012-05-03 , 2012-05-10 , 2012-05-03 , 0 , True
12-1561 , 2012-05-03 , 2012-05-10 , 2012-05-10 , 7 , False
12-1562 , 2012-05-03 , 2012-05-10 , 2012-05-03 , 0 , True
12-1563 , 2012-05-03 , 2012-05-10 , 2012-05-03 , 0 , True
12-1564 , 2012-05-03 , 2012-05-10 , 2012-05-09 , 6 , False
12-1565 , 2012-05-03 , 2012-05-10 , 2012-05-07 , 4 , True
12-1566 , 2012-05-03 , 2012-05-10 , 2012-05-15 , 12 , False
12-1567 , 2012-05-03 , 2012-05-10 , 2012-05-07 , 4 , True
12-1568 , 2012-05-04 , 2012-05-11 , 2012-05-10 , 6 , False
12-1569 , 2012-05-04 , 2012-05-11 , 2012-05-10 , 6 , False
12-1570 , 2012-05-04 , 2012-05-11 , 2012-05-08 , 4 , True
12-1571 , 2012-05-04 , 2012-05-11 , 2012-05-08 , 4 , True
12-1572 , 2012-05-04 , 2012-05-11 , 2012-05-04 , 0 , True
12-1573 , 2012-05-04 , 2012-05-11 , 2012-05-09 , 5 , True
12-1574 , 2012-05-04 , 2012-05-11 , 2012-05-09 , 5 , True
12-1575 , 2012-05-04 , 2012-05-11 , 2012-05-10 , 6 , False
12-1576 , 2012-05-04 , 2012-05-11 , 2012-05-10 , 6 , False
12-1577 , 2012-05-04 , 2012-05-11 , 2012-05-07 , 3 , True
12-1578 , 2012-05-04 , 2012-05-11 , 2012-05-08 , 4 , True
12-1579 , 2012-05-04 , 2012-05-11 , 2012-05-07 , 3 , True
12-1580 , 2012-05-04 , 2012-05-11 , 2012-05-07 , 3 , True
12-1581 , 2012-05-04 , 2012-05-11 , 2012-05-04 , 0 , True
12-1582 , 2012-05-04 , 2012-05-11 , 2012-05-07 , 3 , True
12-1583 , 2012-05-04 , 2012-05-11 , 2012-05-15 , 11 , False
12-1584 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1585 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1586 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1587 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1588 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1589 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1590 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1591 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1592 , 2012-05-07 , 2012-05-14 , 2012-05-08 , 1 , True
12-1593 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1594 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1595 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1596 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1597 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1598 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1599 , 2012-05-07 , 2012-05-14 , 2012-05-07 , 0 , True
12-1600 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1601 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1602 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1603 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1604 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1605 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1606 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1607 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1608 , 2012-05-08 , 2012-05-15 , 2012-05-15 , 7 , False
12-1609 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1610 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1611 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1612 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1613 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1614 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1615 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1616 , 2012-05-08 , 2012-05-15 , 2012-05-08 , 0 , True
12-1617 , 2012-05-08 , 2012-05-15 , 2012-05-10 , 2 , True
12-1618 , 2012-05-08 , 2012-05-15 , 2012-05-15 , 7 , False
12-1619 , 2012-05-09 , 2012-05-16 , 2012-05-09 , 0 , True
12-1620 , 2012-05-09 , 2012-05-16 , 2012-05-09 , 0 , True
12-1621 , 2012-05-09 , 2012-05-16 , 2012-05-09 , 0 , True
12-1622 , 2012-05-09 , 2012-05-16 , 2012-05-23 , 14 , False
12-1623 , 2012-05-09 , 2012-05-16 , 2012-05-09 , 0 , True
12-1624 , 2012-05-09 , 2012-05-16 , 2012-05-09 , 0 , True
12-1625 , 2012-05-09 , 2012-05-16 , 2012-05-10 , 1 , True
12-1626 , 2012-05-23 , 2012-05-30 , 2012-05-30 , 7 , False
12-1627 , 2012-05-09 , 2012-05-16 , 2012-05-09 , 0 , True
12-1628 , 2012-05-09 , 2012-05-16 , 2012-05-09 , 0 , True
12-1629 , 2012-05-09 , 2012-05-16 , 2012-05-10 , 1 , True
12-1630 , 2012-05-09 , 2012-05-16 , 2012-05-09 , 0 , True
12-1631 , 2012-05-09 , 2012-05-16 , 2012-05-09 , 0 , True
12-1632 , 2012-05-10 , 2012-05-17 , 2012-05-17 , 7 , False
12-1633 , 2012-05-10 , 2012-05-17 , 2012-05-10 , 0 , True
12-1634 , 2012-05-10 , 2012-05-17 , 2012-05-22 , 12 , False
12-1635 , 2012-05-10 , 2012-05-17 , 2012-05-16 , 6 , False
12-1636 , 2012-05-10 , 2012-05-17 , 2012-05-11 , 1 , True
12-1637 , 2012-05-10 , 2012-05-17 , 2012-05-17 , 7 , False
12-1638 , 2012-05-10 , 2012-05-17 , 2012-05-15 , 5 , True
12-1639 , 2012-05-10 , 2012-05-17 , 2012-05-10 , 0 , True
12-1640 , 2012-05-10 , 2012-05-17 , 2012-05-16 , 6 , False
12-1641 , 2012-05-10 , 2012-05-17 , 2012-05-16 , 6 , False
12-1642 , 2012-05-10 , 2012-05-17 , 2012-05-11 , 1 , True
12-1643 , 2012-05-10 , 2012-05-17 , 2012-05-11 , 1 , True
12-1644 , 2012-05-10 , 2012-05-17 , 2012-05-10 , 0 , True
12-1645 , 2012-05-10 , 2012-05-17 , 2012-05-11 , 1 , True
12-1646 , 2012-05-10 , 2012-05-17 , 2012-05-10 , 0 , True
12-1647 , 2012-05-10 , 2012-05-17 , 2012-05-17 , 7 , False
12-1648 , 2012-05-10 , 2012-05-17 , 2012-05-14 , 4 , True
12-1649 , 2012-05-10 , 2012-05-17 , 2012-05-14 , 4 , True
12-1650 , 2012-05-10 , 2012-05-17 , 2012-05-11 , 1 , True
12-1651 , 2012-05-10 , 2012-05-17 , 2012-05-14 , 4 , True
12-1652 , 2012-05-10 , 2012-05-17 , 2012-05-22 , 12 , False
12-1653 , 2012-05-10 , 2012-05-17 , 2012-05-14 , 4 , True
12-1654 , 2012-05-10 , 2012-05-17 , 2012-05-14 , 4 , True
12-1655 , 2012-05-10 , 2012-05-17 , 2012-05-15 , 5 , True
12-1656 , 2012-05-10 , 2012-05-17 , 2012-05-14 , 4 , True
12-1657 , 2012-05-10 , 2012-05-17 , 2012-05-14 , 4 , True
12-1658 , 2012-05-10 , 2012-05-17 , 2012-05-14 , 4 , True
12-1659 , 2012-05-10 , 2012-05-17 , 2012-05-10 , 0 , True
12-1660 , 2012-05-10 , 2012-05-17 , 2012-05-17 , 7 , False
12-1661 , 2012-05-11 , 2012-05-18 , 2012-05-15 , 4 , True
12-1662 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1663 , 2012-05-11 , 2012-05-18 , 2012-05-16 , 5 , True
12-1664 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1665 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1666 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1667 , 2012-05-11 , 2012-05-18 , 2012-05-16 , 5 , True
12-1668 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1669 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1670 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1671 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1672 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1673 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1674 , 2012-05-11 , 2012-05-18 , 2012-05-16 , 5 , True
12-1675 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1676 , 2012-05-11 , 2012-05-18 , 2012-05-17 , 6 , False
12-1677 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1678 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1679 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1680 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1681 , 2012-05-10 , 2012-05-17 , 2012-05-14 , 4 , True
12-1682 , 2012-05-10 , 2012-05-17 , 2012-05-15 , 5 , True
12-1683 , 2012-05-11 , 2012-05-18 , 2012-05-16 , 5 , True
12-1684 , 2012-05-11 , 2012-05-18 , 2012-05-14 , 3 , True
12-1685 , 2012-05-11 , 2012-05-18 , 2012-05-16 , 5 , True
12-1686 , 2012-05-11 , 2012-05-18 , 2012-05-17 , 6 , False
12-1687 , 2012-05-11 , 2012-05-18 , 2012-05-23 , 12 , False
12-1688 , 2012-05-11 , 2012-05-18 , 2012-05-15 , 4 , True
12-1689 , 2012-05-14 , 2012-05-21 , 2012-05-14 , 0 , True
12-1690 , 2012-05-14 , 2012-05-21 , 2012-05-14 , 0 , True
12-1691 , 2012-05-14 , 2012-05-21 , 2012-05-14 , 0 , True
12-1692 , 2012-05-14 , 2012-05-21 , 2012-05-14 , 0 , True
12-1693 , 2012-05-14 , 2012-05-21 , 2012-05-18 , 4 , True
12-1694 , 2012-05-14 , 2012-05-21 , 2012-05-16 , 2 , True
12-1695 , 2012-05-14 , 2012-05-21 , 2012-05-25 , 11 , False
12-1696 , 2012-05-15 , 2012-05-22 , 2012-05-15 , 0 , True
12-1697 , 2012-05-15 , 2012-05-22 , 2012-05-16 , 1 , True
12-1698 , 2012-05-15 , 2012-05-22 , 2012-05-15 , 0 , True
12-1699 , 2012-05-15 , 2012-05-22 , 2012-05-16 , 1 , True
12-1700 , 2012-05-15 , 2012-05-22 , 2012-05-15 , 0 , True
12-1701 , 2012-05-15 , 2012-05-22 , 2012-05-15 , 0 , True
12-1702 , 2012-05-15 , 2012-05-22 , 2012-05-15 , 0 , True
12-1703 , 2012-05-15 , 2012-05-22 , 2012-05-15 , 0 , True
12-1704 , 2012-05-15 , 2012-05-22 , 2012-05-15 , 0 , True
12-1705 , 2012-05-15 , 2012-05-22 , 2012-05-15 , 0 , True
12-1706 , 2012-05-15 , 2012-05-22 , 2012-05-18 , 3 , True
12-1707 , 2012-05-15 , 2012-05-22 , 2012-02-16 , -89 , True
12-1708 , 2012-05-15 , 2012-05-22 , 2012-05-18 , 3 , True
12-1709 , 2012-05-15 , 2012-05-22 , 2012-05-17 , 2 , True
12-1710 , 2012-05-15 , 2012-05-22 , 2012-05-15 , 0 , True
12-1711 , 2012-05-15 , 2012-05-22 , 2012-05-15 , 0 , True
12-1712 , 2012-05-15 , 2012-05-22 , 2012-05-15 , 0 , True
12-1713 , 2012-05-15 , 2012-05-22 , 2012-05-15 , 0 , True
12-1714 , 2012-05-15 , 2012-05-22 , 2012-05-17 , 2 , True
12-1715 , 2012-05-15 , 2012-05-22 , 2012-05-18 , 3 , True
12-1716 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1717 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1718 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1719 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1720 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1721 , 2012-05-16 , 2012-05-23 , 2012-05-22 , 6 , False
12-1722 , 2012-05-16 , 2012-05-23 , 2012-05-17 , 1 , True
12-1723 , 2012-05-16 , 2012-05-23 , 2012-05-24 , 8 , False
12-1724 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1725 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1726 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1727 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1728 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1729 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1730 , 2012-05-16 , 2012-05-23 , 2012-05-23 , 7 , False
12-1731 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1732 , 2012-05-16 , 2012-05-23 , 2012-05-16 , 0 , True
12-1733 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1734 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1735 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1736 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1737 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1738 , 2012-05-17 , 2012-05-24 , 2012-06-05 , 19 , False
12-1739 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1740 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1741 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1742 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1743 , 2012-05-17 , 2012-05-24 , 2012-05-24 , 7 , False
12-1744 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1745 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1746 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1747 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1748 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1749 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1750 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1751 , 2012-05-17 , 2012-05-24 , 2012-05-17 , 0 , True
12-1752 , 2012-05-18 , 2012-05-25 , 2012-05-18 , 0 , True
12-1753 , 2012-05-18 , 2012-05-25 , 2012-06-04 , 17 , False
12-1754 , 2012-05-18 , 2012-05-25 , 2012-05-22 , 4 , True
12-1755 , 2012-05-18 , 2012-05-25 , 2012-05-18 , 0 , True
12-1756 , 2012-05-18 , 2012-05-25 , 2012-05-18 , 0 , True
12-1757 , 2012-05-18 , 2012-05-25 , 2012-05-25 , 7 , False
12-1758 , 2012-05-18 , 2012-05-25 , 2012-05-18 , 0 , True
12-1759 , 2012-05-17 , 2012-05-24 , 2012-05-18 , 1 , True
12-1760 , 2012-05-18 , 2012-05-25 , 2012-05-18 , 0 , True
12-1761 , 2012-05-18 , 2012-05-25 , 2012-05-18 , 0 , True
12-1762 , 2012-05-18 , 2012-05-25 , 2012-05-18 , 0 , True
12-1763 , 2012-05-18 , 2012-05-25 , 2012-05-18 , 0 , True
12-1764 , 2012-05-18 , 2012-05-25 , 2012-05-18 , 0 , True
12-1765 , 2012-05-18 , 2012-05-25 , 2012-05-18 , 0 , True
12-1766 , 2012-05-18 , 2012-05-25 , 2012-05-21 , 3 , True
12-1767 , 2012-05-18 , 2012-05-25 , 2012-05-18 , 0 , True
12-1768 , 2012-05-18 , 2012-05-25 , 2012-05-18 , 0 , True
12-1769 , 2012-05-18 , 2012-05-25 , 2012-05-21 , 3 , True
12-1770 , 2012-05-21 , 2012-05-28 , 2012-06-06 , 16 , False
12-1771 , 2012-05-21 , 2012-05-28 , 2012-05-21 , 0 , True
12-1772 , 2012-05-21 , 2012-05-28 , 2012-05-21 , 0 , True
12-1773 , 2012-05-21 , 2012-05-28 , 2012-05-25 , 4 , True
12-1774 , 2012-05-22 , 2012-05-29 , 2012-05-22 , 0 , True
12-1775 , 2012-05-22 , 2012-05-29 , 2012-05-29 , 7 , False
12-1776 , 2012-05-22 , 2012-05-29 , 2012-05-23 , 1 , True
12-1777 , 2012-05-22 , 2012-05-29 , 2012-05-22 , 0 , True
12-1778 , 2012-05-22 , 2012-05-29 , 2012-05-23 , 1 , True
12-1779 , 2012-05-22 , 2012-05-29 , 2012-06-06 , 15 , False
12-1780 , 2012-05-22 , 2012-05-29 , 2012-05-23 , 1 , True
12-1781 , 2012-05-22 , 2012-05-29 , 2012-05-23 , 1 , True
12-1782 , 2012-05-22 , 2012-05-29 , 2012-05-30 , 8 , False
12-1783 , 2012-05-22 , 2012-05-29 , 2012-05-29 , 7 , False
12-1784 , 2012-05-22 , 2012-05-29 , 2012-05-22 , 0 , True
12-1785 , 2012-05-22 , 2012-05-29 , 2012-05-22 , 0 , True
12-1786 , 2012-05-22 , 2012-05-29 , 2012-05-22 , 0 , True
12-1787 , 2012-05-22 , 2012-05-29 , 2012-05-22 , 0 , True
12-1788 , 2012-05-22 , 2012-05-29 , 2012-06-07 , 16 , False
12-1789 , 2012-05-22 , 2012-05-29 , 2012-05-22 , 0 , True
12-1790 , 2012-05-22 , 2012-05-29 , 2012-05-22 , 0 , True
12-1791 , 2012-05-22 , 2012-05-29 , 2012-05-22 , 0 , True
12-1792 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1793 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1794 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1795 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1796 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1797 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1798 , 2012-05-23 , 2012-05-30 , 2012-05-29 , 6 , False
12-1799 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1800 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1801 , 2012-05-23 , 2012-05-30 , 2012-05-24 , 1 , True
12-1802 , 2012-05-23 , 2012-05-30 , 2012-05-24 , 1 , True
12-1803 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1804 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1805 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1806 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1807 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1808 , 2012-05-23 , 2012-05-30 , 2012-05-29 , 6 , False
12-1809 , 2012-05-23 , 2012-05-30 , 2012-05-31 , 8 , False
12-1810 , 2012-05-23 , 2012-05-30 , 2012-05-23 , 0 , True
12-1811 , 2012-05-23 , 2012-05-30 , 2012-05-31 , 8 , False
12-1812 , 2012-05-23 , 2012-05-30 , 2012-06-14 , 22 , False
12-1813 , 2012-05-24 , 2012-05-31 , 2012-05-24 , 0 , True
12-1814 , 2012-05-24 , 2012-05-31 , 2012-05-24 , 0 , True
12-1815 , 2012-05-24 , 2012-05-31 , 2012-05-24 , 0 , True
12-1816 , 2012-05-24 , 2012-05-31 , 2012-05-24 , 0 , True
12-1817 , 2012-05-25 , 2012-06-01 , 2012-05-25 , 0 , True
12-1818 , 2012-05-25 , 2012-06-01 , 2012-05-30 , 5 , True
12-1819 , 2012-05-25 , 2012-06-01 , 2012-05-25 , 0 , True
